,gbifID,identifier,species,genus,family,class,phylum,file_name
1611,1229953745,http://www.tierstimmenarchiv.de/recordings/Megalaima_zeylanica_Lue0073_02_short.mp3,Psilopogon zeylanicus,Psilopogon,Megalaimidae,Aves,Chordata,Chordata/Aves/Megalaimidae/Psilopogon/Psilopogon_zeylanicus/1229953745.mp3
3016,1143514527,http://www.tierstimmenarchiv.de/recordings/Aratinga_nana_Lue0054_01_short.mp3,Aratinga nana,Aratinga,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Aratinga/Aratinga_nana/1143514527.mp3
14727,779846760,http://www.tierstimmenarchiv.de/recordings/Arvicola_terrestris_S1290_01_short.mp3,Arvicola amphibius,Arvicola,Cricetidae,Mammalia,Chordata,Chordata/Mammalia/Cricetidae/Arvicola/Arvicola_amphibius/779846760.mp3
13099,779851087,http://www.tierstimmenarchiv.de/recordings/Coccothraustes_coccothraustes_PF03681_short.mp3,Coccothraustes coccothraustes,Coccothraustes,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Coccothraustes/Coccothraustes_coccothraustes/779851087.mp3
3921,1052812234,http://www.tierstimmenarchiv.de/recordings/Poecile_palustris_Tre_N0070_10_short.mp3,Poecile palustris,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_palustris/1052812234.mp3
2421,1143570939,http://www.tierstimmenarchiv.de/recordings/Vanellus_vanellus_Lue0048_07_short.mp3,Vanellus vanellus,Vanellus,Charadriidae,Aves,Chordata,Chordata/Aves/Charadriidae/Vanellus/Vanellus_vanellus/1143570939.mp3
6369,779867719,http://www.tierstimmenarchiv.de/recordings/Bonasa_bonasia_V1802_11_short.mp3,Tetrastes bonasia,Tetrastes,Phasianidae,Aves,Chordata,Chordata/Aves/Phasianidae/Tetrastes/Tetrastes_bonasia/779867719.mp3
8097,779863388,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_borealis_DIG0006_18_short.mp3,Phylloscopus borealis,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_borealis/779863388.mp3
7318,779864838,http://www.tierstimmenarchiv.de/recordings/Psephotus_chrysopterygius_V2088_15_short.mp3,Psephotus chrysopterygius,Psephotus,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Psephotus/Psephotus_chrysopterygius/779864838.mp3
8590,779862436,http://www.tierstimmenarchiv.de/recordings/Parus_ater_DIG0145_42_short.mp3,Periparus ater,Periparus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Periparus/Periparus_ater/779862436.mp3
5748,779869193,http://www.tierstimmenarchiv.de/recordings/Ursus_arctos_S0260_01_short.mp3,Ursus arctos,Ursus,Ursidae,Mammalia,Chordata,Chordata/Mammalia/Ursidae/Ursus/Ursus_arctos/779869193.mp3
14026,779848928,http://www.tierstimmenarchiv.de/recordings/Carduelis_cannabina_PF00630_short.mp3,Linaria cannabina,Linaria,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Linaria/Linaria_cannabina/779848928.mp3
10782,779856199,http://www.tierstimmenarchiv.de/recordings/Fulica_atra_DIG0147_13_short.mp3,Fulica atra,Fulica,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Fulica/Fulica_atra/779856199.mp3
6710,779866888,http://www.tierstimmenarchiv.de/recordings/Sus_scrofa_V2122_01_short.mp3,Sus scrofa,Sus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Sus/Sus_scrofa/779866888.mp3
4643,991953214,http://www.tierstimmenarchiv.de/recordings/Upupa_epops_Kr0051_11_short.mp3,Upupa epops,Upupa,Upupidae,Aves,Chordata,Chordata/Aves/Upupidae/Upupa/Upupa_epops/991953214.mp3
14149,779848201,http://www.tierstimmenarchiv.de/recordings/Canis_lupus_f_familiaris_S1182_07_short.mp3,Canis lupus,Canis,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Canis/Canis_lupus/779848201.mp3
3336,1099286329,http://www.tierstimmenarchiv.de/recordings/Sitta_europaea_Kr0039_02_short.mp3,Sitta europaea,Sitta,Sittidae,Aves,Chordata,Chordata/Aves/Sittidae/Sitta/Sitta_europaea/1099286329.mp3
13226,779850896,http://www.tierstimmenarchiv.de/recordings/Chrysocyon_brachyurus_S1430_04_short.mp3,Chrysocyon brachyurus,Chrysocyon,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Chrysocyon/Chrysocyon_brachyurus/779850896.mp3
1201,1230056800,http://www.tierstimmenarchiv.de/recordings/Eremopterix_leucotis_Lue0085_01_short.mp3,Eremopterix leucotis,Eremopterix,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Eremopterix/Eremopterix_leucotis/1230056800.mp3
15471,779845549,http://www.tierstimmenarchiv.de/recordings/Anser_albifrons_PF00221_short.mp3,Anser albifrons,Anser,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anser/Anser_albifrons/779845549.mp3
8155,779863228,http://www.tierstimmenarchiv.de/recordings/Fa_N0635_Phylloscopus_collybita_111_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/779863228.mp3
751,1249269179,http://www.tierstimmenarchiv.de/recordings/Hirundo_rustica_Lue0102_05_short.mp3,Hirundo rustica,Hirundo,Hirundinidae,Aves,Chordata,Chordata/Aves/Hirundinidae/Hirundo/Hirundo_rustica/1249269179.mp3
248,1272071673,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_palustris_DIG0176_106_short.mp3,Acrocephalus palustris,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_palustris/1272071673.mp3
6071,779868575,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Co0052_01_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868575.mp3
15337,779845965,http://www.tierstimmenarchiv.de/recordings/Anthus_hodgsoni_DIG0145_05_short.mp3,Anthus hodgsoni,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_hodgsoni/779845965.mp3
12804,779852072,http://www.tierstimmenarchiv.de/recordings/Cuon_alpinus_S0633_02_short.mp3,Cuon alpinus,Cuon,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Cuon/Cuon_alpinus/779852072.mp3
14664,779846835,http://www.tierstimmenarchiv.de/recordings/Axis_axis_S0261_04_short.mp3,Axis axis,Axis,Cervidae,Mammalia,Chordata,Chordata/Mammalia/Cervidae/Axis/Axis_axis/779846835.mp3
14569,779847019,http://www.tierstimmenarchiv.de/recordings/Bombycilla_garrulus_PF00585_short.mp3,Bombycilla garrulus,Bombycilla,Bombycillidae,Aves,Chordata,Chordata/Aves/Bombycillidae/Bombycilla/Bombycilla_garrulus/779847019.mp3
5948,779868784,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_V2103_10_Spur2_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/779868784.mp3
7160,779865236,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_PF02840_short.mp3,Rallus aquaticus,Rallus,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Rallus/Rallus_aquaticus/779865236.mp3
13801,779849282,http://www.tierstimmenarchiv.de/recordings/Carduelis_spinus_Co0117_02_short.mp3,Spinus spinus,Spinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Spinus/Spinus_spinus/779849282.mp3
11697,779854205,http://www.tierstimmenarchiv.de/recordings/Eptesicus_serotinus_DIG0141_01_short.mp3,Eptesicus serotinus,Eptesicus,Vespertilionidae,Mammalia,Chordata,Chordata/Mammalia/Vespertilionidae/Eptesicus/Eptesicus_serotinus/779854205.mp3
4289,1052807429,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Tre_N0080_09_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/1052807429.mp3
4089,1052811487,http://www.tierstimmenarchiv.de/recordings/Parus_major_Tre_N0163_01_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/1052811487.mp3
10863,779856097,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_V2161_19_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779856097.mp3
5642,779869762,http://www.tierstimmenarchiv.de/recordings/Vidua_macroura_V2058_05_short.mp3,Vidua macroura,Vidua,Viduidae,Aves,Chordata,Chordata/Aves/Viduidae/Vidua/Vidua_macroura/779869762.mp3
13325,779850326,http://www.tierstimmenarchiv.de/recordings/Chorthippus_biguttulus_Arth0184_12_short.mp3,Chorthippus biguttulus,Chorthippus,Acrididae,Insecta,Arthropoda,Arthropoda/Insecta/Acrididae/Chorthippus/Chorthippus_biguttulus/779850326.mp3
7135,779865263,http://www.tierstimmenarchiv.de/recordings/Rallus_aquaticus_DIG0068_04_short.mp3,Rallus aquaticus,Rallus,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Rallus/Rallus_aquaticus/779865263.mp3
566,1249269395,http://www.tierstimmenarchiv.de/recordings/Sericossypha_albocristata_Lue0088_01_short.mp3,Sericossypha albocristata,Sericossypha,Thraupidae,Aves,Chordata,Chordata/Aves/Thraupidae/Sericossypha/Sericossypha_albocristata/1249269395.mp3
11362,779855270,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_BeDAT0001_03_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855270.mp3
11758,779854095,http://www.tierstimmenarchiv.de/recordings/Emberiza_schoeniclus_Co0039_07_short.mp3,Emberiza schoeniclus,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_schoeniclus/779854095.mp3
11981,779853801,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0159_03_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853801.mp3
15374,779845751,http://www.tierstimmenarchiv.de/recordings/Anser_anser_V2080_05_Spur2_short.mp3,Anser anser,Anser,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anser/Anser_anser/779845751.mp3
10415,779857165,http://www.tierstimmenarchiv.de/recordings/Gymnorhina_tibicen_V2082_18_short.mp3,Gymnorhina tibicen,Gymnorhina,Cracticidae,Aves,Chordata,Chordata/Aves/Cracticidae/Gymnorhina/Gymnorhina_tibicen/779857165.mp3
11544,779854568,http://www.tierstimmenarchiv.de/recordings/Estrilda_caerulescens_V1662_14_short.mp3,Estrilda caerulescens,Estrilda,Estrildidae,Aves,Chordata,Chordata/Aves/Estrildidae/Estrilda/Estrilda_caerulescens/779854568.mp3
1059,1230246840,http://www.tierstimmenarchiv.de/recordings/Serinus_serinus_Lue0084_05_short.mp3,Serinus serinus,Serinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Serinus/Serinus_serinus/1230246840.mp3
14695,779846797,http://www.tierstimmenarchiv.de/recordings/Ateles_geoffroyi_V1775_08_short.mp3,Ateles geoffroyi,Ateles,Atelidae,Mammalia,Chordata,Chordata/Mammalia/Atelidae/Ateles/Ateles_geoffroyi/779846797.mp3
3095,1143514435,http://www.tierstimmenarchiv.de/recordings/Amazona_farinosa_Lue0055_03_short.mp3,Amazona farinosa,Amazona,Psittacidae,Aves,Chordata,Chordata/Aves/Psittacidae/Amazona/Amazona_farinosa/1143514435.mp3
7610,779864296,http://www.tierstimmenarchiv.de/recordings/Parus_montanus_V2029_15_short.mp3,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/779864296.mp3
7227,779865018,http://www.tierstimmenarchiv.de/recordings/Puma_concolor_S0336_01_short.mp3,Puma concolor,Puma,Felidae,Mammalia,Chordata,Chordata/Mammalia/Felidae/Puma/Puma_concolor/779865018.mp3
9926,779858649,http://www.tierstimmenarchiv.de/recordings/Locustella_luscinioides_V2069_09_short.mp3,Locustella luscinioides,Locustella,Locustellidae,Aves,Chordata,Chordata/Aves/Locustellidae/Locustella/Locustella_luscinioides/779858649.mp3
13677,779849604,http://www.tierstimmenarchiv.de/recordings/Certhia_brachydactyla_DIG0012_06_short.mp3,Certhia brachydactyla,Certhia,Certhiidae,Aves,Chordata,Chordata/Aves/Certhiidae/Certhia/Certhia_brachydactyla/779849604.mp3
10025,779858411,http://www.tierstimmenarchiv.de/recordings/Lemur_catta_S1303_02_short.mp3,Lemur catta,Lemur,Lemuridae,Mammalia,Chordata,Chordata/Mammalia/Lemuridae/Lemur/Lemur_catta/779858411.mp3
2087,1229950763,http://www.tierstimmenarchiv.de/recordings/Anas_querquedula_Lue0064_04_short.mp3,Anas querquedula,Anas,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anas/Anas_querquedula/1229950763.mp3
12230,779853481,http://www.tierstimmenarchiv.de/recordings/Emberiza_citrinella_DIG0069_12_short.mp3,Emberiza citrinella,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_citrinella/779853481.mp3
9046,779860872,http://www.tierstimmenarchiv.de/recordings/Otus_scops_DIG0153_27_short.mp3,Otus scops,Otus,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Otus/Otus_scops/779860872.mp3
13201,779850949,http://www.tierstimmenarchiv.de/recordings/Ciconia_ciconia_V2069_01_short.mp3,Ciconia ciconia,Ciconia,Ciconiidae,Aves,Chordata,Chordata/Aves/Ciconiidae/Ciconia/Ciconia_ciconia/779850949.mp3
626,1249269335,http://www.tierstimmenarchiv.de/recordings/Phylloscopus_collybita_Lue0091_09_short.mp3,Phylloscopus collybita,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_collybita/1249269335.mp3
3054,1143514485,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Kr0064_04_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/1143514485.mp3
8683,779862189,http://www.tierstimmenarchiv.de/recordings/Parus_major_DIG0062_13_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862189.mp3
15628,779845088,http://www.tierstimmenarchiv.de/recordings/Alopochen_aegyptiacus_PF00173_short.mp3,Alopochen aegyptiaca,Alopochen,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Alopochen/Alopochen_aegyptiaca/779845088.mp3
6709,779866889,http://www.tierstimmenarchiv.de/recordings/Sus_scrofa_V2123_32_short.mp3,Sus scrofa,Sus,Suidae,Mammalia,Chordata,Chordata/Mammalia/Suidae/Sus/Sus_scrofa/779866889.mp3
3552,1062493087,http://www.tierstimmenarchiv.de/recordings/Anthus_pratensis_Ski0019_05_short.mp3,Anthus pratensis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_pratensis/1062493087.mp3
9799,779858926,http://www.tierstimmenarchiv.de/recordings/Lullula_arborea_Co0154_05_short.mp3,Lullula arborea,Lullula,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Lullula/Lullula_arborea/779858926.mp3
1047,1230246852,http://www.tierstimmenarchiv.de/recordings/Serinus_canaria_Lue0084_01_short.mp3,Serinus canaria,Serinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Serinus/Serinus_canaria/1230246852.mp3
3756,1052813684,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_N0101_10_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/1052813684.mp3
4700,991952294,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_N0021_05_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/991952294.mp3
12717,779852436,http://www.tierstimmenarchiv.de/recordings/Dacelo_leachii_DIG0134_03_short.mp3,Dacelo leachii,Dacelo,Alcedinidae,Aves,Chordata,Chordata/Aves/Alcedinidae/Dacelo/Dacelo_leachii/779852436.mp3
8459,779862784,http://www.tierstimmenarchiv.de/recordings/Fa_N0852_Phylloscopus_bonelli_025_short.mp3,Phylloscopus bonelli,Phylloscopus,Phylloscopidae,Aves,Chordata,Chordata/Aves/Phylloscopidae/Phylloscopus/Phylloscopus_bonelli/779862784.mp3
13729,779849460,http://www.tierstimmenarchiv.de/recordings/Cebus_apella_V1829_19_short.mp3,Sapajus apella,Sapajus,Cebidae,Mammalia,Chordata,Chordata/Mammalia/Cebidae/Sapajus/Sapajus_apella/779849460.mp3
12535,779852846,http://www.tierstimmenarchiv.de/recordings/Picmin44_short.mp3,Dryobates minor,Dryobates,Picidae,Aves,Chordata,Chordata/Aves/Picidae/Dryobates/Dryobates_minor/779852846.mp3
11619,779854433,http://www.tierstimmenarchiv.de/recordings/Erithacus_rubecula_CoMC0019_10_short.mp3,Erithacus rubecula,Erithacus,Muscicapidae,Aves,Chordata,Chordata/Aves/Muscicapidae/Erithacus/Erithacus_rubecula/779854433.mp3
9047,779860871,http://www.tierstimmenarchiv.de/recordings/Otus_scops_DIG0153_20_short.mp3,Otus scops,Otus,Strigidae,Aves,Chordata,Chordata/Aves/Strigidae/Otus/Otus_scops/779860871.mp3
15050,779846306,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0087_09_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846306.mp3
10266,779857543,http://www.tierstimmenarchiv.de/recordings/Hippolais_icterina_V1519_19_short.mp3,Hippolais icterina,Hippolais,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/779857543.mp3
10721,779856308,http://www.tierstimmenarchiv.de/recordings/Galerida_cristata_Tre_P0121_01_short.mp3,Galerida cristata,Galerida,Alaudidae,Aves,Chordata,Chordata/Aves/Alaudidae/Galerida/Galerida_cristata/779856308.mp3
3535,1062493353,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Ski0019_04_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/1062493353.mp3
11192,779855449,http://www.tierstimmenarchiv.de/recordings/Fringilla_coelebs_Co0004_02_short.mp3,Fringilla coelebs,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_coelebs/779855449.mp3
4518,1052805754,http://www.tierstimmenarchiv.de/recordings/Corvus_corone_Tre_N0057_09_short.mp3,Corvus corone,Corvus,Corvidae,Aves,Chordata,Chordata/Aves/Corvidae/Corvus/Corvus_corone/1052805754.mp3
758,1249269172,http://www.tierstimmenarchiv.de/recordings/Hippolais_icterina_Lue0092_05_short.mp3,Hippolais icterina,Hippolais,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Hippolais/Hippolais_icterina/1249269172.mp3
7639,779864250,http://www.tierstimmenarchiv.de/recordings/Parus_montanus_Co0014_07_short.mp3,Poecile montanus,Poecile,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Poecile/Poecile_montanus/779864250.mp3
3260,1132421230,http://www.tierstimmenarchiv.de/recordings/Porzana_porzana_DIG0190_29_short.mp3,Porzana porzana,Porzana,Rallidae,Aves,Chordata,Chordata/Aves/Rallidae/Porzana/Porzana_porzana/1132421230.mp3
12028,779853754,http://www.tierstimmenarchiv.de/recordings/Emberiza_hortulana_Co0147_04_short.mp3,Emberiza hortulana,Emberiza,Emberizidae,Aves,Chordata,Chordata/Aves/Emberizidae/Emberiza/Emberiza_hortulana/779853754.mp3
13699,779849537,http://www.tierstimmenarchiv.de/recordings/Certhia_brachydactyla_PF00824_short.mp3,Certhia brachydactyla,Certhia,Certhiidae,Aves,Chordata,Chordata/Aves/Certhiidae/Certhia/Certhia_brachydactyla/779849537.mp3
1057,1230246842,http://www.tierstimmenarchiv.de/recordings/Serinus_canaria_Lue0084_03_short.mp3,Serinus canaria,Serinus,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Serinus/Serinus_canaria/1230246842.mp3
15888,779844739,http://www.tierstimmenarchiv.de/recordings/Acrocephalus_stentoreus_DIG0135_11_short.mp3,Acrocephalus stentoreus,Acrocephalus,Acrocephalidae,Aves,Chordata,Chordata/Aves/Acrocephalidae/Acrocephalus/Acrocephalus_stentoreus/779844739.mp3
6762,779866800,http://www.tierstimmenarchiv.de/recordings/Sturnus_vulgaris_D0011_07_short.mp3,Sturnus vulgaris,Sturnus,Sturnidae,Aves,Chordata,Chordata/Aves/Sturnidae/Sturnus/Sturnus_vulgaris/779866800.mp3
10825,779856135,http://www.tierstimmenarchiv.de/recordings/Fringilla_montifringilla_DIG0003_28_short.mp3,Fringilla montifringilla,Fringilla,Fringillidae,Aves,Chordata,Chordata/Aves/Fringillidae/Fringilla/Fringilla_montifringilla/779856135.mp3
10132,779858015,http://www.tierstimmenarchiv.de/recordings/Ixobrychus_sinensis_DIG0154_12_short.mp3,Ixobrychus sinensis,Ixobrychus,Ardeidae,Aves,Chordata,Chordata/Aves/Ardeidae/Ixobrychus/Ixobrychus_sinensis/779858015.mp3
4728,991952255,http://www.tierstimmenarchiv.de/recordings/Turdus_merula_Tre_N0010_01_short.mp3,Turdus merula,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_merula/991952255.mp3
433,1249269528,http://www.tierstimmenarchiv.de/recordings/Turdus_migratorius_Lue0096_03_short.mp3,Turdus migratorius,Turdus,Turdidae,Aves,Chordata,Chordata/Aves/Turdidae/Turdus/Turdus_migratorius/1249269528.mp3
2066,1229950786,http://www.tierstimmenarchiv.de/recordings/Anser_indicus_Lue0063_04_short.mp3,Anser indicus,Anser,Anatidae,Aves,Chordata,Chordata/Aves/Anatidae/Anser/Anser_indicus/1229950786.mp3
7257,779864940,http://www.tierstimmenarchiv.de/recordings/Ptilinopus_pulchellus_V2059_01_short.mp3,Ptilinopus pulchellus,Ptilinopus,Columbidae,Aves,Chordata,Chordata/Aves/Columbidae/Ptilinopus/Ptilinopus_pulchellus/779864940.mp3
5651,779869368,http://www.tierstimmenarchiv.de/recordings/Alopex_lagopus_DIG0024_25_short.mp3,Vulpes lagopus,Vulpes,Canidae,Mammalia,Chordata,Chordata/Mammalia/Canidae/Vulpes/Vulpes_lagopus/779869368.mp3
8711,779862158,http://www.tierstimmenarchiv.de/recordings/Parus_major_Co0050_05_short.mp3,Parus major,Parus,Paridae,Aves,Chordata,Chordata/Aves/Paridae/Parus/Parus_major/779862158.mp3
2777,1143515155,http://www.tierstimmenarchiv.de/recordings/Panurus_biarmicus_Kr0072_03_short.mp3,Panurus biarmicus,Panurus,Panuridae,Aves,Chordata,Chordata/Aves/Panuridae/Panurus/Panurus_biarmicus/1143515155.mp3
15041,779846315,http://www.tierstimmenarchiv.de/recordings/Anthus_trivialis_Co0089_01_short.mp3,Anthus trivialis,Anthus,Motacillidae,Aves,Chordata,Chordata/Aves/Motacillidae/Anthus/Anthus_trivialis/779846315.mp3
1551,1229954171,http://www.tierstimmenarchiv.de/recordings/Penelope_purpurascens_Lue0068_03_short.mp3,Penelope purpurascens,Penelope,Cracidae,Aves,Chordata,Chordata/Aves/Cracidae/Penelope/Penelope_purpurascens/1229954171.mp3
195,1291660121,http://www.tierstimmenarchiv.de/recordings/Gallinago_gallinago_Gae0001_02_short.mp3,Gallinago gallinago,Gallinago,Scolopacidae,Aves,Chordata,Chordata/Aves/Scolopacidae/Gallinago/Gallinago_gallinago/1291660121.mp3
